"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1897058843584340375","Tue Mar 04 22:57:28 +0000 2025","1","Sebagai warga asli bekasi yg tidak terkena banjir saat turut berdukacita atas kejadian banjir di bulan awal ramadhan ini semoga semuanya selalu dalam lindungan tuhan https://t.co/HYL89CmrpP","1897058843584340375","https://pbs.twimg.com/media/GlO09aEbAAAHtKU.jpg","","in","DKI Jakarta, Indonesia","0","0","1","https://x.com/istanakuen/status/1897058843584340375","1201836833270718464","istanakuen"
"1896896814445699144","Tue Mar 04 22:57:10 +0000 2025","0","@cardibdepok oh iya btw depok aman ka ga kena banjir?","1897058769076674633","","cardibdepok","in","⚢","0","1","0","https://x.com/desygggg/status/1897058769076674633","177772894","desygggg"
"1896793933243662423","Tue Mar 04 22:57:03 +0000 2025","0","@kucinug @chiquzita @pjrom Tempat gue emng dh langganan banjir dari dulu sih bun. Cuma yg dulu ama yg kemaren2 ini ga separah dulu. Tapi gatau sekarang nih bakal kek biasa apa balik kek dulu. Soalnya di bekasi aja separah itu","1897058738676375754","","kucinug","in","unlabeled ","0","0","0","https://x.com/seulgilocal/status/1897058738676375754","1282981281513394176","seulgilocal"
"1896717213576630348","Tue Mar 04 22:56:57 +0000 2025","0","@gorengaNyender Rumah gue sebenernya bukan daerah banjir tapi baru kali ini bisa bisanya air masuk dari luar. Gue rasa banjir 5 tahun sekali ini emang udah saatnya dibenahin karena vol air makin naik berarti daerah serapan air makin sedikit. Semoga jabar bisa bebenah semua daerahnya.","1897058714462642359","","gorengaNyender","in","Galaxy Andromeda","0","0","0","https://x.com/Ratu_Masayu/status/1897058714462642359","269660697","Ratu_Masayu"
"1897058667826131414","Tue Mar 04 22:56:46 +0000 2025","3","kalau kek gini sah gak sih menggugat pemerintah? i mean kerugian material masyarakat jabofetabek pasti ga main2 kan krn banjir?","1897058667826131414","","","in","rps","0","1","0","https://x.com/dekadeki_/status/1897058667826131414","206995292","dekadeki_"
"1897058660947517617","Tue Mar 04 22:56:45 +0000 2025","0","sedih bgt ngeliat problema KPR di bekasi bulan kemaren yg ada SHM ganda dirobohin rumahnya pdhl udah KPR belasan tahun terus skrg ada komplek KPR kena banjir (termasuk rumah temen sekantor). sedih bgt","1897058660947517617","","","in","","0","0","0","https://x.com/astrophiler_/status/1897058660947517617","1339319390","astrophiler_"
"1897058656140845384","Tue Mar 04 22:56:43 +0000 2025","0","Mau beli barang di jkt barat tapi kondisinya banjir. Mesti terhambat pengirimannya . Jadi ragu","1897058656140845384","","","in","cas","0","1","0","https://x.com/mxtchacalm/status/1897058656140845384","1880542722811117568","mxtchacalm"
"1897041873661014508","Tue Mar 04 22:56:43 +0000 2025","0","@fiflms dalem bangt banjir nya","1897058654098219173","","fiflms","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/ohygil/status/1897058654098219173","1935947137","ohygil"
"1897056972320727411","Tue Mar 04 22:56:37 +0000 2025","0","@sepiberbisik Masya Allah jadii harus baca doa ini ya kalo banjir","1897058630844998000","","sepiberbisik","in","Jakarta","0","0","0","https://x.com/dian_arifiya/status/1897058630844998000","859902793","dian_arifiya"
"1897003175355539732","Tue Mar 04 22:56:32 +0000 2025","0","@Pai_C1 Wkwk njir gak mau tutup dulu apa ya banjir gede","1897058606148927602","","Pai_C1","in","Jonggol, Indonesia","0","0","0","https://x.com/Rsldhan/status/1897058606148927602","1082590758081781760","Rsldhan"
"1897056567578759464","Tue Mar 04 22:56:28 +0000 2025","0","@txtdrbekasi Minbeks mau tanya soalnya banyak yg bertanya kok tumben banjir kemarin area langganan banjir Prumnas 3 dan Taman Alamanda ga terdampak banjir ? Apakah berbeda aliran sungainya dgn daerah Bekasi yg kebanjiran","1897058590554464312","","txtdrbekasi","in","","0","0","0","https://x.com/AKU_dgn3putra/status/1897058590554464312","975046240613249024","AKU_dgn3putra"
"1897032437890490461","Tue Mar 04 22:56:20 +0000 2025","0","@fsstival It u banjir ya","1897058558254186704","","fsstival","in","Indonesia","0","0","0","https://x.com/minkaput/status/1897058558254186704","1128603452475461637","minkaput"
"1897058508048359781","Tue Mar 04 22:56:08 +0000 2025","0","Pemkab pemkot bekasi ga peduli sama warga Padahal warga udah bacot di sosmed terus dr banjir 5 taun lalu tapi avvah????? Yo ga ada pemkot ato pemkab gerak sibuk sendiri mereka. Gue inget bupati cewe itu pas banjir gede malah sibuk minta doa buat anak saya mau ikut lomba telek","1897058508048359781","","","in","the darkest side of my brain","0","0","0","https://x.com/GomJjinPengSoo/status/1897058508048359781","1780916913188786176","GomJjinPengSoo"
"1896885561610387953","Tue Mar 04 22:55:57 +0000 2025","0","@uuthhhhi @txtdrimedia gratis lek mogok banjir. lek ora kenek banjir yo dahulukan laine seng korban","1897058460321395197","","uuthhhhi","in","","0","0","0","https://x.com/CemilKita50805/status/1897058460321395197","1825829956674531329","CemilKita50805"
"1897058425722561040","Tue Mar 04 22:55:48 +0000 2025","0","Kapolresta Pekanbaru Tinjau Lokasi Banjir di Rumbai dan Salurkan Bantuan untuk masyarakat. https://t.co/uEWAR0hT90","1897058425722561040","","","in","","0","0","0","https://x.com/polresta_humas/status/1897058425722561040","1299196840902979585","polresta_humas"
"1896992232483512741","Tue Mar 04 22:55:47 +0000 2025","0","@hedsetminiso @txtdrbekasi engga banjir kak aku dpt info dr orang rumah","1897058419850535086","","hedsetminiso","in","","0","0","0","https://x.com/ddolliejo/status/1897058419850535086","1055105714853539842","ddolliejo"
"1897037158210531430","Tue Mar 04 22:55:43 +0000 2025","0","@mineyg29 mau nanya dong kak ini banjir nya darimana ya? padahal itu ga hujan kan ya? air sungai kah? btw staysafe ya kalian warga bekasi jakarta ","1897058403178233867","","mineyg29","in","","0","2","0","https://x.com/bry4n_cyrus/status/1897058403178233867","1648311233475641347","bry4n_cyrus"
"1897048637995376869","Tue Mar 04 22:55:38 +0000 2025","0","@noonanti iyapp daerah rumahku ga banjir samsek... so sad liat daerah rumah temenku yg pada banjir","1897058379929149583","","noonanti","in","markf, sfs & jungp :3","0","1","0","https://x.com/onyourmarkipoo/status/1897058379929149583","1458791696913682434","onyourmarkipoo"
"1897058377551032462","Tue Mar 04 22:55:37 +0000 2025","42","Ya Allah Momen warga berebut ayam milik warga yang hanyut terbawa arus banjir kali Bekasi di jembatan Besi Wisma Asri (eks Giant) Tambun Utara. Antara sedih miris lucu dan semoga banjir Bekasi cepat surut. https://t.co/FQyMsA4HTA","1897058377551032462","https://pbs.twimg.com/ext_tw_video_thumb/1897058056783192068/pu/img/fQ4Re3nxUu4Um_kD.jpg","","in","Jawi Wetan","1","5","7","https://x.com/CakD3pp/status/1897058377551032462","3797534720","CakD3pp"
"1897058363714023483","Tue Mar 04 22:55:34 +0000 2025","0","trial menghindari banjir otw kerja nya naik krl https://t.co/bgp6aomyfP","1897058363714023483","https://pbs.twimg.com/media/GlO0hcJaoAEX3d6.jpg","","in","","0","0","0","https://x.com/archboutlee/status/1897058363714023483","1563521551873347584","archboutlee"
"1896985854536769738","Tue Mar 04 22:53:19 +0000 2025","150","@bacottetangga__ Dulu pernah ada kejadian mirip kaya gini di Amerika satu orang bikin banjir satu kota gw lupa kotanya apa. Akhirnya orang itu dipenjara sampe puluhan tahun karena merugikan orang banyak","1897057799332589861","","bacottetanggaid","in","Yogyakarta ","0","1","4","https://x.com/MAIL99FIGHTER/status/1897057799332589861","984140334","MAIL99FIGHTER"
"1897056972320727411","Tue Mar 04 22:53:17 +0000 2025","1","@sepiberbisik amalkan nih buat kota yang di landa banjir sekarang","1897057790381973725","","sepiberbisik","in","handled by admin","0","0","0","https://x.com/notgutawa/status/1897057790381973725","2244925596","notgutawa"
"1896834351817703690","Tue Mar 04 22:53:12 +0000 2025","0","@harrysofian Gimana dg Semarang pak.. Hampir sama dg Jakarta langganan banjir","1897057771125875055","","harrysofian","in","","0","0","0","https://x.com/patrickstar0357/status/1897057771125875055","47085946","patrickstar0357"
"1897057753665036803","Tue Mar 04 22:53:08 +0000 2025","0","Mirip pov saat banjir besar nabi Nuh ‍↕️","1897057753665036803","","","in","","0","0","0","https://x.com/Prabuseno13/status/1897057753665036803","1111039864357576706","Prabuseno13"
"1896736193515028814","Tue Mar 04 22:53:07 +0000 2025","0","@ekaaalx @convomf Kak dangkal bgt pemikiran lu. Betul masyarakat yg buang sampah sembarangan itu salah dan patut disalahkan. Tapi statement lu seolah2 pemerintah suci dan ga ikut andil dalam bencana banjir ini gatau lu emang kurang pinter atau naif aja","1897057746316673138","","ekaaalx","in","isekai ke dunia couo piksi","0","0","0","https://x.com/silverheartsxo/status/1897057746316673138","1414268990931693569","silverheartsxo"
"1895770140840796412","Tue Mar 04 22:53:03 +0000 2025","0","@akutemaram @beautales_ Kakkk gimana kondisi di bogor??? katanya lagi banjir?? Stay safe yah kak","1897057732718743894","","akutemaram","in","","0","1","0","https://x.com/flowerbells_/status/1897057732718743894","1410228793411706885","flowerbells_"
"1897003175355539732","Tue Mar 04 22:53:03 +0000 2025","0","@Pai_C1 yampun kasian bgt yg kena banjir","1897057730244022511","","Pai_C1","in","DM for partnership","0","0","0","https://x.com/gadisssmelayu/status/1897057730244022511","1255803760028209152","gadisssmelayu"
"1896726087734108386","Tue Mar 04 22:52:52 +0000 2025","0","@TheJax_07 @CakKhum Iya next nanti lu lagi kejebak banjir orang bukannya berempati malah ngelive in lu ya ","1897057685767614770","","TheJax_07","in","─ ","0","0","0","https://x.com/quesehra/status/1897057685767614770","985837649259675648","quesehra"
"1897057668340310224","Tue Mar 04 22:52:48 +0000 2025","0","buat moots aku yg daerahnya terkena banjir stay safe yaaa","1897057668340310224","","","in","","0","0","0","https://x.com/sparkle_cl0ud/status/1897057668340310224","1544620762866208768","sparkle_cl0ud"
"1897055160364622078","Tue Mar 04 22:52:45 +0000 2025","0","@Pai_C1 The real diratukan saat banjir doang ","1897057654637547715","","Pai_C1","in","Tangerang, Indonesia","0","0","0","https://x.com/lesmailll/status/1897057654637547715","1246791549536497666","lesmailll"
"1897041873661014508","Tue Mar 04 22:52:35 +0000 2025","0","@fiflms bisa bisanya muat ya tapi gapapa deh dari pada kena banjir","1897057615106166840","","fiflms","in","safe place","0","0","0","https://x.com/frdlh___/status/1897057615106166840","1032104761879740416","frdlh___"
"1896823639959601273","Tue Mar 04 22:52:23 +0000 2025","0","@rzkykrnwan_ @ridwanhr Udh naik sepeda aja Aman dr banjir dijamin ga macet di tengah jalan Paling cuma ngikut arus saja","1897057564392825256","","rzkykrnwan_","in","Denpasar Selatan, Indonesia","0","0","0","https://x.com/AzukaCherry1892/status/1897057564392825256","1643767864346935298","AzukaCherry1892"
"1897057541944954916","Tue Mar 04 22:52:18 +0000 2025","1","Warga Jatiasih Bekasi yang Terpeleset dan Hanyut Terbawa Arus Banjir Belum Ditemukan https://t.co/FYQlxGAM2h","1897057541944954916","","","in","Indonesia","0","0","0","https://x.com/tribunnews/status/1897057541944954916","124171593","tribunnews"
"1897057530121248910","Tue Mar 04 22:52:15 +0000 2025","2","stay semua semoga yg memang lg dikasih musibah karna adanya banjir ini Allah kasih sabar dan diganti apa yg hilang jadi lebih banyak dr yg kalian punya ya️","1897057530121248910","","","in","","0","0","0","https://x.com/nanaayvia/status/1897057530121248910","1381841468445261825","nanaayvia"
"1897057507635552519","Tue Mar 04 22:52:10 +0000 2025","0","Jabodetabek banjir gede egee. Masih aja war wer wor","1897057507635552519","","","in","","0","0","0","https://x.com/nvrishwwdy/status/1897057507635552519","1618909770697801735","nvrishwwdy"
"1897057009914290622","Tue Mar 04 22:50:11 +0000 2025","0","gakuat liat komen tiktok ttg banjir bekasi wkwk","1897057009914290622","","","in","half of my soul for Rosé♡","0","0","0","https://x.com/tellyouitsjena/status/1897057009914290622","1725647353","tellyouitsjena"
"1897056972320727411","Tue Mar 04 22:50:02 +0000 2025","251","Nabi Nuh AS membaca doa ketika banjir menyerang kaum yg tidak mau mendengar ajarannya. Doa ini tercantum dalam Al-Qur'an : 'Hai bumi telanlah airmu dan hai langit (hujan) berhentilah ' dan air pun disurutkan perintah pun diselesaikan dan bahtera itu pun berlabuh di atas bukit https://t.co/NWoglhbmLj","1897056972320727411","https://pbs.twimg.com/media/GlOzQmHXwAIK6M_.jpg","","in","","0","232","6","https://x.com/sepiberbisik/status/1897056972320727411","364069058","sepiberbisik"
"1897037406261666272","Tue Mar 04 22:49:57 +0000 2025","0","@fsstival ga kenal banjir","1897056953442144744","","fsstival","in","","0","0","0","https://x.com/cemburuya/status/1897056953442144744","1156264789754052608","cemburuya"
"1897003175355539732","Tue Mar 04 22:49:48 +0000 2025","0","@Pai_C1 Parah banget nih ya nggak mau rugi Banjir aja tetep jualan","1897056911905972255","","Pai_C1","in","","0","0","0","https://x.com/Nindimarina/status/1897056911905972255","2258137478","Nindimarina"
"1896864590501482979","Tue Mar 04 22:49:32 +0000 2025","0","@pramonoanung Salam Saya lulusan ITB Geologi Geofisika 99 kalo dibutuhkan bisa membantu bapak untuk menyelesaikan masalah banjir dan pencegahannya di Jakarta.","1897056848546762873","","pramonoanung","in","","0","0","0","https://x.com/mjinggo886/status/1897056848546762873","1802015506314235904","mjinggo886"
"1896695285340160276","Tue Mar 04 22:49:22 +0000 2025","0","@mantabcoo @Josh_PRM Ini lebih parah sih hulu nya saja banjir ga masuk akal ketinggian di atas 500 m di atas permukaan laut bisa banjir","1897056805983060139","","mantabcoo","in","Bogor","0","1","0","https://x.com/Rain_city_83/status/1897056805983060139","722274493","Rain_city_83"
"1897056794423534047","Tue Mar 04 22:49:20 +0000 2025","1430","Sapi di Rumah Pemotongan Hewan (RPH) ikut terdampak banjir yang melanda Bekasi Selasa (4/3/2025). https://t.co/vbYTNyt8UX","1897056794423534047","https://pbs.twimg.com/ext_tw_video_thumb/1897056735787094016/pu/img/2KLgnb30IsQ8Nx0R.jpg","","in","","66","351","226","https://x.com/maringetweett/status/1897056794423534047","1810541843131875328","maringetweett"
"1897056780515205251","Tue Mar 04 22:49:16 +0000 2025","0","emg perum gue langganan banjir sih tapi gak nyangka sampe di tahap ngungsi begini ","1897056780515205251","","","in","","0","0","0","https://x.com/lovinpjw/status/1897056780515205251","1090920733058904064","lovinpjw"
"1897056768733356443","Tue Mar 04 22:49:13 +0000 2025","0","yaAllah sedih banget yang kena banjir kayaknya udh lama ga begini ya? sedih sampe mau nangis semoga cepet surut ya temen temen semuanya. pemerintah harus evaluasi dan ditindaklanjuti secepatnya kalau begini ayo kerja gercep bapak ibu","1897056768733356443","","","in","Indonesia","0","0","0","https://x.com/forexodyo/status/1897056768733356443","1863211664","forexodyo"
"1897049581474734537","Tue Mar 04 22:49:11 +0000 2025","0","@dailacndlr kamu terdampak banjir ga?","1897056757949849684","","dailacndlr","in","kihyun's heart","0","1","0","https://x.com/wonhyewon/status/1897056757949849684","899597896131035136","wonhyewon"
"1897056744435843101","Tue Mar 04 22:49:08 +0000 2025","0","Aha Dua Permata: Mushala Teredam Hanya Atap dan Kubah yang Terlihat hingga setinggi Lutut Air di lantai 2 Banjir di Pejaten Timur Jaksel: https://t.co/B35x8vITwd","1897056744435843101","","","in","","0","0","0","https://x.com/ctes_eksakta/status/1897056744435843101","1461487802990817280","ctes_eksakta"
"1897049742687002904","Tue Mar 04 22:49:07 +0000 2025","0","@kentangemsidi @vihrea_ @txtdrbekasi gaaa keliataan kak jujurrr tp klo parkiran dlm stasiun bekasi nya mah ga banjir kakkk","1897056742548382000","","kentangemsidi","in","99l","0","0","0","https://x.com/dwanodino/status/1897056742548382000","956350052435296258","dwanodino"
"1897056724575719862","Tue Mar 04 22:49:03 +0000 2025","8","lagi colmek pagi pagi sambil bayangin diperkosa sama mantan dan temen temennya sambil digilir satu satu bikin memek banjir banget","1897056724575719862","","","in","no vcs, no cs, and ga open BO","0","2","1","https://x.com/yummyumei/status/1897056724575719862","1885274657164771329","yummyumei"
"1897056682645315602","Tue Mar 04 22:48:53 +0000 2025","60","hampir semua tempat di belahan dunia mengalami banjir yang sebelumnya tidak diperkirakan. termasuk di arab saudi.","1897056682645315602","","","in","somewhere","1","19","10","https://x.com/aewin86/status/1897056682645315602","119691957","aewin86"
"1897056662487490789","Tue Mar 04 22:48:48 +0000 2025","0","Aha Dua Permata: Mushala Teredam Hanya Atap dan Kubah yang Terlihat hingga setinggi Lutut Air di lantai 2 Banjir di Pejaten Timur Jaksel: https://t.co/vacHcy75yb","1897056662487490789","","","in","","0","0","0","https://x.com/elog_bimbel/status/1897056662487490789","2326808443","elog_bimbel"
"1896715638758133988","Tue Mar 04 22:48:41 +0000 2025","15","@SonoraFM92 Di jaman climate change begini banjir kedepannya akan makin sering dan makin parah. Mungkin kalo mo beli rumah harus survey lewat google earth juga ... Adakah sungai besar melintas di sekitar? Lalu lihat apakah ada tanggulnya atau sungainya jauh dibawah ... kalau ada tanggulnya","1897056631638331553","","SonoraFM92","in","21.4225036, 39.8261566","2","0","0","https://x.com/agusset1awan/status/1897056631638331553","20038167","agusset1awan"
"1897056576223240388","Tue Mar 04 22:48:28 +0000 2025","0","Daftar Nomor Kontak Darurat Banjir BPBD &amp; Damkar Jabodetabek-Jabar https://t.co/l38A6WO9VF","1897056576223240388","","","in","Jakarta Capital Region","0","0","0","https://x.com/cnbcindonesia/status/1897056576223240388","847372542830444544","cnbcindonesia"
"1897056575782871167","Tue Mar 04 22:48:27 +0000 2025","14","Kualitas Hendarsam politikus partai @Gerindra ini masih dibawah standar utk debat publik diprogram sebesar Rakyat Bersuara. Masih kalah dgn @GunRomli dari PDIP. Bekasi Banjir Nikita Mirzani Pertamina Ahok Erick Thohir Madrid Mbappe Ciledug #AdiliJokowiAtauRevolusi2025 https://t.co/ZOpnG3ehQe","1897056575782871167","https://pbs.twimg.com/ext_tw_video_thumb/1897056420350283776/pu/img/jhk1aOouY8xIbZdd.jpg","","in","Negara Indonesia","0","2","6","https://x.com/bangpoerslalu/status/1897056575782871167","1415835367","bangpoerslalu"
"1897056282387079283","Tue Mar 04 22:47:17 +0000 2025","0","Rata² para awak media tv menanyakan kpd para korban terdampak banjir kl sy yg ditanya akan sy jwb : yg dibutuhkan duit dan rampas dr para KORUPTOR MALING yg utk dibagikan ke masyarakat.","1897056282387079283","","","in","Centre Of Earth","0","1","0","https://x.com/pedy_alienrebel/status/1897056282387079283","1746511548976361472","pedy_alienrebel"
"1897056238632100271","Tue Mar 04 22:47:07 +0000 2025","0","aku belum cerita kalo Bekasi banjir bandang tiba2 malam nnya aku baik2 aja ga gemes sekaliiii https://t.co/lt8FQ3olNX","1897056238632100271","https://pbs.twimg.com/media/GlOyl6ta4AESYvM.jpg","","in","UNLABELED","1","1","0","https://x.com/hrnyhee/status/1897056238632100271","2953915448","hrnyhee"
"1897056237386334400","Tue Mar 04 22:47:07 +0000 2025","0","dah panik aja puncak banjir puncak banjir ternyta ngutip post yg udah 1 day old","1897056237386334400","","","in","","0","0","0","https://x.com/skarlawns/status/1897056237386334400","832448017600913408","skarlawns"
"1897056236958572604","Tue Mar 04 22:47:07 +0000 2025","0","@txtdrbekasi info dong alun alun dan rsud masih banjir ga ya?","1897056236958572604","","txtdrbekasi","in","","0","0","0","https://x.com/onyourma_rkk/status/1897056236958572604","1354741116461977604","onyourma_rkk"
"1897055753162383564","Tue Mar 04 22:46:55 +0000 2025","0","kaga ada tu yg kuat angkat tv kulkas bangku dll. pas banjir tu lu bakal panik bgt. rasanya mau nyelametin semua tp otak lu berhenti bekerja gitu gatau harus gimana apalagi itu first time gue kena banjir dan kami perempuan semua kek clueless ini harus gimana️","1897056188451414216","","intosmithereens","in","","0","0","0","https://x.com/intosmithereens/status/1897056188451414216","1514159579130900480","intosmithereens"
"1896708453415973330","Tue Mar 04 22:46:43 +0000 2025","0","@convomf banjir core nya guys ngakak banget asli https://t.co/MybGt6oD4x","1897056138673467500","","convomf","in","","0","0","0","https://x.com/ahmad74345/status/1897056138673467500","1636693356070993920","ahmad74345"
"1897037406261666272","Tue Mar 04 22:46:41 +0000 2025","0","@fsstival banjir aja masih buka loh dia","1897056131132109265","","fsstival","in","","0","0","0","https://x.com/CutiLagi/status/1897056131132109265","1404438588792590341","CutiLagi"
"1897056129123020876","Tue Mar 04 22:46:41 +0000 2025","0","Kalo liat berita banjir rasanya pengen cepet2 mudik aja. Ya Allah aku gamau tinggal di jkt aku takut kena banjir ","1897056129123020876","","","in","Indonesia","0","0","0","https://x.com/xmeomeomx/status/1897056129123020876","2470478574","xmeomeomx"
"1897056051704561674","Tue Mar 04 22:46:25 +0000 2025","0","05.45 #InfoSonora #update Banjir Subuh ini : - Daerah Kedung Waringin Cikarang tinggi di atas paha mengalir deras - Kawasan Sriamur Tambun Baru tinggi lutut ke atas Dari berbagai sumber","1897056060923596957","","SonoraFM92","in","Jakarta Barat, DKI Jakarta","0","0","3","https://x.com/SonoraFM92/status/1897056060923596957","180696019","SonoraFM92"
"1897056051704561674","Tue Mar 04 22:46:24 +0000 2025","12","05.45 #InfoSonora #update Banjir Subuh ini : - Jalanan di depan GOR Bekasi tidak ada air kecuali di belakang pemukiman masih ada genangan. PLN padam - Daerah ruas jalan Rawa Panjang Bekasi aman tidak ada air. - Patriot Pakuwon Bekasi sudah bisa di lewati. Dari berbagai sumber","1897056057844986033","","SonoraFM92","in","Jakarta Barat, DKI Jakarta","1","1","5","https://x.com/SonoraFM92/status/1897056057844986033","180696019","SonoraFM92"
"1897056051704561674","Tue Mar 04 22:46:23 +0000 2025","13","05.45 #InfoSonora #update Banjir Subuh ini : - Pondok Gede Permai masih banjir - Bawah layang Summarecon aman bisa di lewati tidak tair. - Depan stasiun Bekasi jalanan bisa di lewati tidak ada air banyak lumpur. Dari berbagai sumber","1897056054053364010","","SonoraFM92","in","Jakarta Barat, DKI Jakarta","2","3","9","https://x.com/SonoraFM92/status/1897056054053364010","180696019","SonoraFM92"
"1897056051704561674","Tue Mar 04 22:46:22 +0000 2025","8","05.45 #InfoSonora #update Banjir Subuh ini : - Pasar Puri Pesanggrahan tinggi hampir sepinggang - Sekitar Graha Mas jl Perjuangan JakBar Jalan tinggi airnya motor mogok - Mustika 3 Raksa Tangerang - Depan RS Ananda Babelan Bekasi Utara Dari berbagai sumber","1897056051704561674","","","in","Jakarta Barat, DKI Jakarta","0","1","4","https://x.com/SonoraFM92/status/1897056051704561674","180696019","SonoraFM92"
"1897056038249226616","Tue Mar 04 22:46:19 +0000 2025","0","bayanginnya aja udh ga sanggup tp jadi mikir memang semua yg di dunia ini bukan semata-mata milik kita stay safe yg kena banjir semoga selalu dalam perlindungan-Nya","1897056038249226616","","","in","","0","0","0","https://x.com/reemarkeu_/status/1897056038249226616","765543018535329792","reemarkeu_"
"1896708453415973330","Tue Mar 04 22:46:13 +0000 2025","0","@convomf banjir corenya guys https://t.co/MybGt6oD4x","1897056011430863042","","convomf","in","","0","0","0","https://x.com/ahmad74345/status/1897056011430863042","1636693356070993920","ahmad74345"
"1897037100098445713","Tue Mar 04 22:46:07 +0000 2025","1","@txtdrjkt Kalau yang tangerang ke jakartnya masih banjir gak kak?","1897055985300332790","","txtdrjkt","in","","0","0","0","https://x.com/jinnervosa/status/1897055985300332790","903617743","jinnervosa"
"1896864590501482979","Tue Mar 04 22:46:04 +0000 2025","54","@pramonoanung Padahal era pak @aniesbaswedan banjir di @DKIJakarta sudah mulai teratasi.. Hanya sayang pemenang hadiah chiky nya tidak melanjutkan program yg sudah di jalankan","1897055975229809134","","pramonoanung","in","","1","4","1","https://x.com/Andi_Rubby/status/1897055975229809134","1604113772963979265","Andi_Rubby"
"1896857516954534198","Tue Mar 04 22:45:40 +0000 2025","0","@tuti_embeeeeer Semoga gak lagi banjir","1897055872268058786","","tuti_embeeeeer","in","Indonesia","0","0","0","https://x.com/is_pelssy/status/1897055872268058786","2412572689","is_pelssy"
"1896899209946927206","Tue Mar 04 22:41:08 +0000 2025","0","@heart2lou @kaimiesee pgc mananya ka yg udh banjir? di depan pgc nya?","1897054732025520165","","heart2lou","in","","0","0","0","https://x.com/ohmyreenan/status/1897054732025520165","1675889159964340224","ohmyreenan"
"1897054694595551397","Tue Mar 04 22:40:59 +0000 2025","2","#BanjirBekasi Dedi Mulyadi Kritisi Para Pengembang Perumahan yang Tak Perhitungkan Dampak Banjir (nf) : Instagram/dedimulyadi71 #dedymulyadi #gubernurjawabarat #jawabarat #banjirjawabarat #banjirjabar #bekasilumpuh #prayforbekasi #basarnas #bpdb #banjir #jatiasih #bekasi https://t.co/4cog6TxE4N","1897054694595551397","https://pbs.twimg.com/ext_tw_video_thumb/1897054462478573572/pu/img/Ky15mt-eISIweNfX.jpg","","in","DKI Jakarta","0","1","1","https://x.com/kontekscoid/status/1897054694595551397","1565270466238902274","kontekscoid"
"1897054692146028741","Tue Mar 04 22:40:58 +0000 2025","0","by.... doain kosan gue ga banjir... gue ga tenang bgt","1897054692146028741","","","in","A_5 !♡","0","9","0","https://x.com/hourllychs/status/1897054692146028741","1717218146946572288","hourllychs"
"1897054691680543062","Tue Mar 04 22:40:58 +0000 2025","0","Dari stasiun cakung ke rasuna said via i gusti ngurah rai aman dr banjir ga yaa?","1897054691680543062","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/matchajul/status/1897054691680543062","1409470669813805065","matchajul"
"1896765170078339130","Tue Mar 04 22:40:47 +0000 2025","0","@innovacommunity Kalau kena banjir asuransi cover ga si?","1897054646247751908","","innovacommunity","in","","0","0","0","https://x.com/s4kadewek/status/1897054646247751908","2465634996","s4kadewek"
"1896736193515028814","Tue Mar 04 22:40:43 +0000 2025","0","@convomf Kosan aku dulu pernah kebanjiran padahal sebelumnya ga pernah dan banjirnya itu ga seberapa tapi aslelii capekk banget banget banget bersihinnya bapak kos aku aja sampe sakit. Jadi kalo denger banjir gitu suka sedihh :(","1897054626647826629","","convomf","in","","0","0","0","https://x.com/rasalhaque_/status/1897054626647826629","1443408158337077256","rasalhaque_"
"1897042561384202381","Tue Mar 04 22:40:36 +0000 2025","1","@herryh11 @txtdrbekasi Bawah jembatan summarecon yg deket walkot ga ka? Kalo iya dsitu udh surut sih. Aku lewatnya searah rel sih ka itu yg masih ada banjir skitaran kranji","1897054596453048590","","herryh11","in","sukasuka","0","0","0","https://x.com/tokkienim/status/1897054596453048590","1243010625304850433","tokkienim"
"1897054589666672655","Tue Mar 04 22:40:34 +0000 2025","110","ngeliat banjir Puncak ngeri bgt arusnya: )","1897054589666672655","","","in","","0","8","9","https://x.com/txtdrjkt/status/1897054589666672655","1252667805947723776","txtdrjkt"
"1896830412619649236","Tue Mar 04 22:40:26 +0000 2025","0","@pramonoanung Banjir tidak butuh rapat","1897054556531651031","","pramonoanung","in","","0","0","0","https://x.com/AhmadSumitro/status/1897054556531651031","1700974722","AhmadSumitro"
"1897053533788393706","Tue Mar 04 22:40:18 +0000 2025","2","@EjaTheAssaulter warung ayu masih banjir keknya bang soalnya kebalen masih surut tipis-tipis","1897054524633948443","","EjaTheAssaulter","in","Bekasi, Jawa Barat","0","0","0","https://x.com/txtdrbekasi/status/1897054524633948443","1251309931493355522","txtdrbekasi"
"1897054508582310247","Tue Mar 04 22:40:15 +0000 2025","0","kasian bgt yg pd banjir yaallah","1897054508582310247","","","in","","0","1","0","https://x.com/kiyakiyokiyu/status/1897054508582310247","1280948693013630978","kiyakiyokiyu"
"1897054447076827189","Tue Mar 04 22:40:00 +0000 2025","1","Pemerintah Kota (Pemkot) Bekasi Jawa Barat memastikan bahwa semua dapur umum telah beroperasi dan siap melayani kebutuhan warga terdampak banjir. https://t.co/tVM0bp5C5s","1897054447076827189","","","in","Jakarta - Indonesia","0","0","2","https://x.com/mediaindonesia/status/1897054447076827189","68930552","mediaindonesia"
